# Vorgangs-Register — Durchlaufzeit und Wartezeit
#
# Erzeugt aus logbuch/fristen.md von scripts/vorgaenge-bilanz.sh.
# Spalten: id <TAB> titel <TAB> projekt <TAB> frist <TAB> status <TAB> ball_bei <TAB> letzte_bewegung <TAB> eroeffnet <TAB> geschlossen
#
# ball_bei wird nur gesetzt, wenn ein Marker im Text belegt ist
# (AKTION JANS / AKTION Raphael / Ball bei X). Sonst 'unbekannt' — nie geraten.
# eroeffnet wird von Hand bzw. vom Radar gepflegt und bei Neulaeufen NICHT
# ueberschrieben. Ohne dieses Feld gibt es keine Durchlaufzeit.
#
# Stand: 11.09.2026
neu-04-09-steinbr-chelstrasse-26-28-z-rich-w	NEU 04.09. — Steinbrüchelstrasse 26/28, Zürich-Witikon: der Bericht ist fertig, der Au	Nova Property / Steinbrüchelstrasse 26_28 Witikon	2026-09-09	unklar	unbekannt	2026-09-09	2026-09-03	
neu-04-09-thalwil-der-antwortentwurf-an-s-ts	NEU 04.09. — Thalwil: der Antwortentwurf an S. Tschopp liegt unversendet im Postfach, un	2414 Thalwil Bohlweg 3	2026-09-07	unklar	unbekannt	2026-09-08	2026-09-02	
neu-05-08-die-sva-z-rich-hat-eine-mahnung-we	NEU 05.08. — die SVA Zürich hat eine Mahnung wegen ausstehender Zahlung ausgestellt	JANS Sozialversicherung	zu prüfen	unklar	Raphael	2026-08-05		
neu-06-08-kispi-2619-der-t-rstempel-und-der-	NEU 06.08. — KISPI 2619: der Türstempel und der Werkplan widersprechen sich beim Brands	2619 KISPI / Türen, Brandschutz	zu prüfen	offen	JANS	2026-08-06		
neu-10-09-onedrive-bereinigung-macbook-pro-q	NEU 10.09. — OneDrive-Bereinigung MacBook Pro: Quarantäne ~/OneDrive-Quarantaene-260910	Hub-Infrastruktur / MacBook Pro	offen	unklar	extern: Raphael	2026-09-10	2026-02-11	
neu-13-08-auf-dem-mac-mini-sind-nach-dem-one	NEU 13.08. — Auf dem Mac Mini sind nach dem OneDrive-Vorfall nicht alle Bibliotheken wie	Infrastruktur / OneDrive Mac Mini	offen	offen	JANS	2026-08-13		
neu-13-08-der-k-rzungs-entwurf-f-r-claude-md	NEU 13.08. — Der Kürzungs-Entwurf für CLAUDE.md liegt vor und wartet auf Raphaels Ents	Infrastruktur / Kontext-Diät	offen	Entscheid Raphael	Raphael	2026-08-13		
neu-13-08-der-sharepoint-speicherpool-l-uft-	NEU 13.08. — Der SharePoint-Speicherpool läuft in rund 50 Tagen voll, und der Hebel dag	Infrastruktur / M365-SharePoint-Speicher	~Anfang Oktober 2026	unklar	Raphael	2026-08-20	2026-07-13	
neu-13-08-die-kontingent-aufsicht-wurde-erwe	NEU 13.08. — Die Kontingent-Aufsicht wurde erweitert, läuft auf der Station aber weiter	Infrastruktur / Kontingent-Aufsicht	offen	offen	JANS	2026-08-13		
neu-13-08-die-onedrive-quarant-ne-vom-08-08-	NEU 13.08. — Die OneDrive-Quarantäne vom 08.08. steht seit fünf Tagen unabgeglichen au	Infrastruktur / OneDrive, IMMO- und Projektdaten	offen	offen	JANS	2026-08-13		
neu-13-08-raphael-wollte-den-verbrauch-auf-d	NEU 13.08. — Raphael wollte den Verbrauch auf dem alten Max Plan stoppen; ob es geschehe	Infrastruktur / Claude-Abo, laufende Kosten	offen	unklar	Raphael	2026-08-13		
neu-17-08-die-konversations-extraktion-misst	NEU 17.08. — Die Konversations-Extraktion misst die Dateizeit statt der Gesprächszeit; 	Infrastruktur / Super-Brain-Layer, Messkette Radar und Hub-Chef	offen	offen	JANS	2026-08-19		
neue-frist-gesetzt-von-rj-selbst-tekosi-lief	Neue Frist, gesetzt von RJ selbst: TeKoSi liefert das korrigierte Türkonzept bis Montag 2	2619 KISPI PPTS, Los 231.10 TeKoSi	2026-08-24	unklar	unbekannt	2026-08-26		
normen-bestellliste-kaufentscheid-raphael-au	Normen-Bestellliste — Kaufentscheid Raphael ausstehend (Geldentscheid)	Hub / normen	offen	offen	unbekannt	2026-07-29		
normkaeufe-entscheid-raphael-ausstehend-geld	Normkaeufe — Entscheid Raphael ausstehend (Geldentscheid, echte Qualitaetsbremse)	Wissens-Layer energie/normen	offen	offen	unbekannt	2026-08-21		
onedrive-zugriffsblockade-auf-pl-02-recht-no	OneDrive-Zugriffsblockade auf PL - 02_Recht_Norm (EDEADLK) — höchstprioritärer offener	Betrieb / KB normen + energie	offen	offen	JANS	2026-07-31		
planfreigabe-werkplan-therapiek-che-fassung-	Planfreigabe Werkplan Therapieküche — Fassung 1 liegt vor, die fachliche Rückmeldung v	2619 KISPI PPTS, Los 273.35 Küchenbau	2026-09-02	unklar	extern: JANS	2026-09-07		
projekte-baueingabe-zh-sz-mittel	Projekte/Baueingabe ZH+SZ   mittel			erledigt	unbekannt	2026-08-27		0008-00-00
qs-kurzprotokoll-der-begehung-vom-26-08-lieg	QS-Kurzprotokoll der Begehung vom 26.08. liegt vor und ist noch nicht ausgewertet	2619 KISPI OG1, Brandschutz	offen (vor der Sitzung heute 13:00)	unklar	unbekannt	2026-08-27		
r-ckmeldung-j-ziegel-zum-termin-der-feuerpol	Rückmeldung J. Ziegel zum Termin der feuerpolizeilichen Abnahme erwartet	2619 KISPI PPTS	2026-08-27	beobachten	unbekannt	2026-08-27		
r-steinmann-nova-ferien-cutoff-06-07-verstri	R. Steinmann (Nova) Ferien-Cutoff 06.07. verstrichen (in Ferien 08.-20.07.) —			erledigt	unbekannt	2026-07-20		2026-07-06
re-00087-kispi-chf-15-000-109-tage-das-kispi	RE-00087 (KISPI, CHF 15'000, 109 Tage) — das KISPI führt die Rechnung als Duplikat, Zah	2619 KISPI / Debitoren	offen	offen	Raphael	2026-09-08		
re-00088-fehlbuchung-korrigiert-mahnung-2-ve	RE-00088 Fehlbuchung korrigiert + Mahnung 2 versendet/abgelegt (siehe Konflikt			erledigt	unbekannt	2026-06-16		2026-06-13
re-00088-kispi-bezahlt-in-bexio-laengst-nich	RE-00088 (Kispi) — bezahlt, in bexio laengst nicht mehr im Verzug. Der			erledigt	unbekannt	2026-07-09		2026-07-09
re-00088-nicht-mehr-offen-in-bexio-bezahlt-a	RE-00088 nicht mehr offen in bexio (bezahlt/abgeglichen); Kispi meldet Zahlung			erledigt	unbekannt	2026-06-19		2026-06-16
re-00089-kispi-chf-15-000-faellig-18-06-nich	RE-00089 (Kispi, CHF 15'000, faellig 18.06.) nicht mehr offen in bexio			erledigt	unbekannt	2026-06-19		2026-06-19
re-00096-tschopp-chf-6-000-faellig-16-06-nic	RE-00096 (Tschopp, CHF 6'000, faellig 16.06.) nicht mehr offen in bexio			erledigt	unbekannt	2026-06-17		2026-06-17
re-00097-hofer-chf-500-faellig-16-06-nicht-m	RE-00097 (Hofer, CHF 500, faellig 16.06.) nicht mehr in bexio-Verzugsliste			erledigt	unbekannt	2026-07-01		2026-07-01
re-00098-kispi-chf-13-600-re-00099-kispi-chf	RE-00098 (KISPI, CHF 13'600) + RE-00099 (KISPI, CHF 3'680), Zahlfrist 20.07	2619 KISPI	2026-07-20	beobachten	unbekannt	2026-07-22	2026-07-22	
re-00100-korrigiert-neu-ausgestellt	RE-00100 korrigiert neu ausgestellt			erledigt	unbekannt	2026-07-31		2026-07-30
re-00100-restpunkte-nach-der-neuausstellung	RE-00100 — Restpunkte nach der Neuausstellung	Albertstrasse 7 / Nova	offen	offen	JANS	2026-07-29		
re-login-login-blockiert-neu-auch-interaktiv	Re-Login /login blockiert neu auch interaktive Arbeit — Eskalation des Punktes vom 20.07	Infrastruktur/Claude-Abo	offen	offen	Raphael	2026-07-28	2026-07-12	
restposten-kontext-diaet-minimum-viable-mode	Restposten Kontext-Diaet: Minimum Viable Model fuer die mechanischen Lern-Loop-Stufen	Infrastruktur	offen	offen	unbekannt	2026-07-20		
s-sonderegger-kispi-fragen-reduit-strom-upda	S. Sonderegger (KISPI) Fragen Reduit/Strom — Update: A. Spahic (22.06.)	2619 KISPI	2026-06-21	beobachten	unbekannt	2026-06-22		
s-tschopp-mail-21-06-bittet-um-status-update	S. Tschopp (Mail 21.06.) bittet um Status-Update zum Aufstockungs-Projekt	Tschopp Aufstockung	2026-06-21	nachfassen	unbekannt	2026-06-24		
saumstrasse-21-faekalgeruch-bad-whg-3-og-lin	Saumstrasse 21 — Faekalgeruch Bad Whg 3.OG links: M. Salzmann (Immobilien und	Saumstrasse 21	2026-08-00	beobachten	JANS	2026-08-06		
saumstrasse-21-geschirrspueler-beschafft-sub	Saumstrasse 21 Geschirrspueler — beschafft, Submission gegenstandslos			erledigt	unbekannt	2026-07-27		2026-07-27
saumstrasse-21-geschirrspueler-montagetermin	Saumstrasse 21 Geschirrspueler — Montagetermin an den Vermieter melden	Saumstrasse 21	offen	offen	JANS	2026-07-27		
sbb-vordach-vereinbarung-thalwil-2414-jans-a	SBB-Vordach-Vereinbarung Thalwil 2414 (JANS-Aktion) raus — RJ sendet 14.07			erledigt	unbekannt	2026-07-15	2026-07-02	2026-07-15
selbst-gesetzte-zusage-bereinigtes-terminpro	Selbst gesetzte Zusage: bereinigtes Terminprogramm an Röthlisberger/Schreinermanufaktur	2619 KISPI PPTS, Los 273.35 Küchenbau	2026-08-28	unklar	extern: JANS	2026-09-07	2026-08-28	
selbst-gesetztes-ziel-bis-freitag-sind-alle-	Selbst gesetztes Ziel: bis Freitag sind alle Termine der behördlichen Abnahmen fixiert	2619 KISPI PPTS	2026-08-28	unklar	extern: JANS	2026-08-28		
sharepoint-online-speicher-voll-nun-1055-04-	SharePoint-Online-Speicher voll (nun 1055.04 / 1054 GB belegt	M365/OneDrive	2026-06-18	offen	unbekannt	2026-06-24		
sharepoint-zugriff-projektsite-jans-2619-kis	SharePoint-Zugriff Projektsite «JANS - 2619-KISPI» laeuft fuer SIEBEN Personen ab	2619 KISPI	2026-08-08	offen	JANS	2026-08-09		
sitzung-kispi-ppts-koordination-lbw-innere-v	Sitzung KISPI PPTS (Koordination LBW/Innere Verglasung, Brandschutz, Teams			erledigt	unbekannt	2026-06-17		2026-06-17
spec-interview-syn-02-zugesagt-montag	Spec-Interview SYN-02 zugesagt (Montag)	Hub / Wettbewerb	2026-08-03	offen	unbekannt	2026-08-03		
speicherplatz-macbook-pro-rund-185-gb-liegen	Speicherplatz MacBook Pro: rund 185 GB liegen in Dropbox-Ordnern, die der Hub nicht brauch			erledigt	Raphael	2026-08-14		
stand-01-08-2026-107-tage-berf-llig-mahnung-	STAND 01.08.2026: 107 Tage überfällig, Mahnung 2 mit abgelaufener Frist, kein Zahlungsei	2619 KISPI	2026-07-15	beobachten	unbekannt	2026-08-01		
steinbr-chelstrasse-26-28-z-rich-witikon-das	Steinbrüchelstrasse 26/28, Zürich-Witikon: das Wegrecht über die Wegparzelle WI3366 ver	2620 Nova / Steinbrüchelstrasse 26/28	2026-10-08	mittel bis hoch	unbekannt	2026-09-08		
swisscom-meldet-ein-ablaufendes-zahlungsmitt	Swisscom meldet ein ablaufendes Zahlungsmittel — zweiter Fall in einer Woche	Infrastruktur	~08/2026	offen	Raphael	2026-08-18		
swisssign-wallet-geraeteumzug-altes-neues-ip	SwissSign Wallet — Geraeteumzug altes → neues iPhone fuer qualifizierte			erledigt	unbekannt	2026-07-25		
tailscale-auf-dem-mac-mini-ist-gestoppt-die-	⚠ Tailscale auf dem Mac Mini ist gestoppt — die Always-On-Station ist von ausserhalb d			erledigt	Raphael	2026-09-01	2026-08-28	
tekosi-gastzugriff-kontrolliert-keine-aktion	TeKoSi-Gastzugriff kontrolliert — keine Aktion noetig			erledigt	unbekannt	2026-07-24		2026-07-24
tekosi-t-rfachplanung-die-finale-freigabe-du	TeKoSi-Türfachplanung: die finale Freigabe durch die KISPI-Fachstellen ist ausstehend	2619 KISPI PPTS, Los 231.10 TeKoSi	offen	offen, Ball bei KISPI	extern: KISPI	2026-08-24		
termin-abgleich-finaler-gesamtzeitplan-09-00	Termin: Abgleich finaler Gesamtzeitplan, 09:00 bis 09:15, Microsoft Teams	2619 KISPI	2026-08-31	Termin	unbekannt	2026-09-02		
termin-gehalten-abstimmung-n-chste-schritte-	Termin gehalten: «Abstimmung nächste Schritte PPTS», 18.08. 14:00 bis 14:30, Teams			erledigt	unbekannt	2026-08-18		2026-08-18
termin-gehalten-kispi-ppts-t-rkonzeptplan-un	Termin gehalten: «KISPI PPTS: Türkonzeptplan und Türbuch, Besprechung Rückmeldungen»,			erledigt	unbekannt	2026-08-24		2026-08-19
termin-gehalten-ppts-brandschutz-begehung-mi	Termin gehalten: PPTS Brandschutz-Begehung mit J. Ziegel vor Ort, 11:00 bis 12:00			erledigt	unbekannt	2026-08-26		2026-08-26
termin-heute-kispi-abstimmung-brandschutz-au	Termin HEUTE: KISPI_Abstimmung Brandschutz Auflagenerledigung, 10:00–10:30	2619 KISPI	2026-07-22	Termin	unbekannt	2026-07-22	2026-07-15	
termin-hinf-llig-ppts-treffen-mit-o-stadelma	Termin hinfällig: PPTS Treffen mit O. Stadelmann auf der Baustelle, 13:00			erledigt	unbekannt	2026-08-26		2026-08-26
termin-interne-abnahme-brandschutz-mit-qs-vo	Termin: interne Abnahme Brandschutz mit QS vor der feuerpolizeilichen Abnahme, 13:00 bis 1	2619 KISPI OG1	2026-11-20	Termin, angenommen	unbekannt	2026-08-27		
termin-koordination-lbw-innere-verglasung-br	Termin Koordination LBW/Innere Verglasung (Brandschutz) mit O. Stadelmann verstrichen			erledigt	unbekannt	2026-07-28		2026-07-28
termin-koordinationssitzung-gruner-jans-kisp	Termin: Koordinationssitzung Gruner / Jans / KISPI, 13:00–14:00, Microsoft Teams	2619 KISPI	2026-08-06	Termin	unbekannt	2026-08-08		
termin-privat-arioli-17-30	Termin (privat): «Arioli», 17:30	privat	2026-08-05	Termin	unbekannt	2026-08-05		
termin-privat-fuehrung-food-faenen-fifa-muse	Termin (privat) «Fuehrung, Food & Faenen — FIFA-Museum» (15:45–21:00)			erledigt	unbekannt	2026-07-01		2026-07-01
termin-saumstrasse-21-lueftungsgitter-kuehls	Termin: Saumstrasse 21 — Lueftungsgitter Kuehlschrank, Eintreffen/Lieferung	Saumstrasse 21	2026-07-23	unklar	unbekannt	2026-07-31		
termin-tekosi-finale-tuer-ausfuehrungsplanun	Termin TeKoSi finale Tuer-Ausfuehrungsplanung (16:00–16:30 Teams, KISPI)			erledigt	unbekannt	2026-07-07		2026-07-07
termin-ugz-z-rich-koordinationssitzung-baufr	Termin: UGZ Zürich — Koordinationssitzung Baufreigabe Lüftung KISPI PPTS, 13:30–14:0	2619 KISPI	2026-08-03	unklar	unbekannt	2026-08-03	2026-07-14	
terminplan-wird-der-bauherrschaft-kommunizie	Terminplan wird der Bauherrschaft kommuniziert	2619 KISPI PPTS	2026-08-31	offen, Ball bei JANS	extern: JANS	2026-08-31		
thalwil-2414-bohlweg-3-antwort-zur-projektae	Thalwil 2414 / Bohlweg 3 — Antwort zur Projektaenderung ist versendet (nicht			erledigt	unbekannt	2026-07-17		2026-07-17
thalwil-2414-bohlweg-3-tschopp-antwort-zur-p	Thalwil 2414 / Bohlweg 3 (Tschopp) — Antwort zur Projektaenderung ist raus	2414 Thalwil/Tschopp	offen	beobachten	unbekannt	2026-07-16		
thalwil-2414-submission-wartet-auf-eine-brin	Thalwil 2414 — Submission wartet auf EINE Bringschuld von Raphael: den verbindlichen Pla	2414 Thalwil / Bohlweg 3 (Tschopp)	offen	offen	Raphael	2026-07-31		
thalwil-2414-tschopp-reduzierte-ausschreibun	Thalwil 2414 (Tschopp) reduzierte Ausschreibung — Bauherr (11.07.) legt seine	2414 Thalwil/Tschopp	offen	nachfassen	JANS	2026-07-11		
thalwil-bohlweg-3-begleitbeschrieb-projekt-n	Thalwil Bohlweg 3 — Begleitbeschrieb Projektänderung liegt fertig (Fassung 260731), Fre	2414 Thalwil / Bohlweg 3 (Tschopp)	offen	offen	Raphael	2026-08-06	2020-06-01	
thalwil-bohlweg-3-die-eingabefassung-des-beg	Thalwil Bohlweg 3 — die Eingabefassung des Begleitbeschriebs liegt versandbereit, die Ma	2414 Thalwil / Bohlweg 3	2026-08-06	unklar	Raphael	2026-08-07	2026-08-06	
thalwil-bohlweg-3-raphael-hat-am-03-08-den-v	Thalwil Bohlweg 3 — Raphael hat am 03.08. den vierstufigen Ablauf zur SBB-Näherbaurecht	2414 Thalwil / Bohlweg 3	offen	unklar	unbekannt	2026-08-03		
thalwil-naeherbaurecht-2414-bohlweg-3-parz-6	Thalwil Naeherbaurecht 2414 (Bohlweg 3, Parz. 6289): SBB (T. Wiedmer)	2414 Thalwil/Tschopp	2026-07-02	beobachten	unbekannt	2026-07-21		
tuermatrix-l-merci-meldet-sieben-korrekturen	Tuermatrix: L. Merci meldet sieben Korrekturen, und ohne sie geht das Tuerbuch nicht zur U	2619 KISPI PPTS, Los 231.10 Tuerfachplanung	2026-09-01	offen, Ball bei TeKoSi	extern: TeKoSi	2026-09-01		
ueberwachungsluecke-ag-gruendung-ag-gruendun	Ueberwachungsluecke AG-Gruendung — ag-gruendung-monitor war auf mail@ blind → BEHOBEN 	AG Raphael Jans AG	2026-07-00	erledigt	unbekannt	2026-07-21		
ugz-fachbefund-l-ftung-kispi-1-og-f-nf-punkt	UGZ-Fachbefund Lüftung KISPI 1.OG — fünf Punkte umzusetzen, neuer kritischer Pfad der 	2619 KISPI	offen	offen	unbekannt	2026-08-05		
vollgas-chef-radar-lauf-mit-api-error-401-oa	VOLLGAS-Chef-Radar-Lauf mit API Error: 401 OAuth access token has been revoked abgebrochen	Infrastruktur	offen	zu pruefen	unbekannt	2026-07-20		
vollgas-zwei-entscheide-raphaels-offen	VOLLGAS — zwei Entscheide Raphaels offen	Infrastruktur/Vollgas	offen	Entscheid Raphael	unbekannt	2026-07-28		
wissens-layer-architekten-synobsis-mittel	Wissens-Layer / architekten-synobsis   mittel			erledigt	unbekannt	2026-08-30		2026-08-00
wochen-review-arbeits-weiche-zugesagt	Wochen-Review Arbeits-Weiche zugesagt	Betrieb / Stationen	2026-08-06	offen	unbekannt	2026-08-06		
zugangsdaten-alle-stationen-hoch	Zugangsdaten / alle Stationen   hoch			erledigt	unbekannt	2026-08-29		2026-08-00
zwei-entscheide-der-kb-normen-aus-run-60-lie	Zwei Entscheide der KB normen aus Run 60 liegen bei Raphael, einer davon sicherheitsreleva	KB normen / Brandschutz	offen	offen	unbekannt	2026-08-23		
zwei-verwaiste-fensterproben-sperren-das-lau	Zwei verwaiste Fensterproben sperren das Lauf-Gate des MacBook Pro — ein Kill genügt, a	Hub-Betrieb MacBook Pro	offen	erledigt 05.08.2026	Raphael	2026-08-06	2026-08-04	
zwei-zusagen-aus-der-koordinationssitzung-vo	Zwei Zusagen aus der Koordinationssitzung vom 27.08.2026, beide einen Tag vor der Meldung 	2619 KISPI PPTS	2026-08-31	offen	unbekannt	2026-09-01		
